id,score,qald uestions,quegg questions,qald sparql,quegg sparql,qald answer,quegg answer
47,0.763636363636364,¿Todavía vive Frank Herbert?,"""¿Dónde viv�a Frank Herbert?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }
        FILTER (!BOUND(?date))
}","select  ?o    
{
    <http://dbpedia.org/resource/Frank_Herbert> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}",[[(false)]],[]
48,0,¿Quién creó Family Guy?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator> ?uri . }  ,,[[(http://dbpedia.org/resource/Seth_MacFarlane )]],[]
49,0.958904109589041,¿Cuál es la idioma oficial de Surinam?,"""¿Cuál es idioma oficial de Surinam?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Suriname dbo:officialLanguage ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage>  ?o .    
}",[[(http://dbpedia.org/resource/Dutch_language )]],[(http://dbpedia.org/resource/Dutch_language )]
50,0.72289156626506,¿Quién escribió la canción Hotel California?,"""¿Qué escribir Hotel California canción?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer>  ?o .    
}","[[(http://dbpedia.org/resource/Don_Felder ), (http://dbpedia.org/resource/Don_Henley ), (http://dbpedia.org/resource/Glenn_Frey )]]","[(http://dbpedia.org/resource/Don_Felder ), (http://dbpedia.org/resource/Don_Henley ), (http://dbpedia.org/resource/Glenn_Frey )]"
51,0.807017543859649,Dame todos los actores de películas dirigidas por William Shatner.,"""Dame todos pel�cula dirigido por William Shatner""",SELECT DISTINCT ?uri WHERE {  ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> .  ?x <http://dbpedia.org/ontology/starring> ?uri . } ,"select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/William_Shatner> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}","[[(http://dbpedia.org/resource/DeForest_Kelley ), (http://dbpedia.org/resource/George_Takei ), (http://dbpedia.org/resource/James_Doohan ), (http://dbpedia.org/resource/Leonard_Nimoy ), (http://dbpedia.org/resource/Nichelle_Nichols ), (http://dbpedia.org/resource/Walter_Koenig ), (http://dbpedia.org/resource/Dan_Martin_(actor) ), (http://dbpedia.org/resource/William_Shatner ), (http://dbpedia.org/resource/Tom_Towles ), (http://dbpedia.org/resource/Chuck_Williams_(actor) ), (http://dbpedia.org/resource/Amy_Acker ), (http://dbpedia.org/resource/Duane_Whitaker ), (http://dbpedia.org/resource/John_Prosky ), (http://dbpedia.org/resource/Dan_Gauthier ), (http://dbpedia.org/resource/J.T._Colosa ), (http://dbpedia.org/resource/Dick_Van_Patten ), (http://dbpedia.org/resource/Brenda_Bakke ), (http://dbpedia.org/resource/Rickey_Medlocke )]]","[(http://dbpedia.org/resource/The_Captains_(film) ), (http://dbpedia.org/resource/Star_Trek_V:_The_Final_Frontier ), (http://dbpedia.org/resource/Star_Trek_(film_franchise) ), (http://dbpedia.org/resource/Groom_Lake_(film) )]"
52,0.729166666666667,¿Qué contiene una galleta de chocolate?,"""¿Qué masculine contiene Galleta con pepitas de chocolate?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient>  ?o .    
}","[[(http://dbpedia.org/resource/Chocolate_chip ), (http://dbpedia.org/resource/Vanilla ), (http://dbpedia.org/resource/Sodium_bicarbonate ), (http://dbpedia.org/resource/Egg_(food) ), (http://dbpedia.org/resource/Brown_sugar ), (http://dbpedia.org/resource/Salt ), (http://dbpedia.org/resource/Butter ), (http://dbpedia.org/resource/Shortening ), (http://dbpedia.org/resource/Sugar ), (http://dbpedia.org/resource/Flour )]]","[(http://dbpedia.org/resource/Chocolate_chip ), (http://dbpedia.org/resource/Vanilla ), (http://dbpedia.org/resource/Sodium_bicarbonate ), (http://dbpedia.org/resource/Egg_(food) ), (http://dbpedia.org/resource/Brown_sugar ), (http://dbpedia.org/resource/Salt ), (http://dbpedia.org/resource/Butter ), (http://dbpedia.org/resource/Shortening ), (http://dbpedia.org/resource/Sugar ), (http://dbpedia.org/resource/Flour )]"
53,0,Dame todos las skateboarders profesionales de Suecia.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:occupation res:Skateboarding . 
        { ?uri dbo:birthPlace res:Sweden . }
        UNION
        { ?uri dbo:birthPlace ?place . 
          ?place dbo:country res:Sweden . }
}",,"[[(http://dbpedia.org/resource/Ali_Boulala),(http://dbpedia.org/resource/Tony_Magnusson)]]",[]
54,0,¿Qué ingredientes son necesarios para una tarta de zanahorias?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Carrot_cake> <http://dbpedia.org/ontology/ingredient> ?uri . } ,,"[[(http://dbpedia.org/resource/Allspice ), (http://dbpedia.org/resource/Carrot ), (http://dbpedia.org/resource/Cream_cheese ), (http://dbpedia.org/resource/Egg_(food) ), (http://dbpedia.org/resource/Flour ), (http://dbpedia.org/resource/Icing_(food) ), (http://dbpedia.org/resource/Marzipan ), (http://dbpedia.org/resource/Nutmeg ), (http://dbpedia.org/resource/Sugar )]]",[]
55,0,¿juega Neymar en el Real Madrid?,,ASK WHERE { <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Real_Madrid_C.F.> . },,[[(false)]],[]
56,0,¿Qué ingeniero informático ganó un Oscar?,,"SELECT DISTINCT ?uri WHERE { { ?uri <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Computer_science> . } UNION { ?uri <http://purl.org/dc/elements/1.1/description> ?s . FILTER regex(?s,'computer scientist','i') } ?uri <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Academy_Awards> . } ",,[[]],[]
57,0,¿Cuántas compañías fueron fundadas en el mismo año que Google?,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company> .  ?uri <http://dbpedia.org/ontology/foundingYear> ?year .  <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/foundingYear> ?year . } ,,[[(6 )]],[]
58,0,¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,,"PREFIX res: <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE { 
        res:Secret_Intelligence_Service dbo:headquarter ?uri . 
        ?uri dbo:country res:United_Kingdom . 
}",,"[[(http://dbpedia.org/resource/London ), (http://dbpedia.org/resource/SIS_Building ), (http://dbpedia.org/resource/United_Kingdom )]]",[]
59,0.700854700854701,¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,"""¿Cuándo se celebrarse Invasión de bahía de Cochinos?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Cuban_Missile_Crisis dbo:date ?x .
	res:Bay_of_Pigs_Invasion dbo:date ?y .
	FILTER (?x < ?y)
}","select  ?o    
{
    <http://dbpedia.org/resource/Bay_of_Pigs_Invasion> <http://dbpedia.org/property/date>  ?o .    
}",[[(false)]],[]
60,0.789473684210526,¿Qué abrevia IYCM?,"""¿Dónde abrevia IYCM?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:abbreviation 'IYCM' .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/abbreviation>  'IYCM'    
}",[[(http://dbpedia.org/resource/Youth_Climate_Movement)]],[]
61,0.891891891891892,¿Cuándo se disolvió la dinastía de Ming?,"""¿Cuándo se disolvi� Dinastía Ming?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Ming_dynasty dbo:dissolutionDate ?date .
}","select  ?o    
{
    <http://dbpedia.org/resource/Ming_dynasty> <http://dbpedia.org/ontology/dissolutionDate>  ?o .    
}","[[(""1644-04-25""^^xsd:date )]]","[(""1644-04-25""^^xsd:date )]"
62,0,Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,"[[(http://dbpedia.org/resource/He_Is_Risen_(The_Sopranos) ), (http://dbpedia.org/resource/Everybody_Hurts_(The_Sopranos) ), (http://dbpedia.org/resource/Proshai, (http://dbpedia.org/resource/Two_Tonys ), (http://dbpedia.org/resource/The_Blue_Comet ), (http://dbpedia.org/resource/I_Dream_of_Jeannie_Cusamano ), (http://dbpedia.org/resource/Where's_Johnny%3F ), (http://dbpedia.org/resource/Stage_5_(The_Sopranos) ), (http://dbpedia.org/resource/Mergers_and_Acquisitions_(The_Sopranos) ), (http://dbpedia.org/resource/Eloise_(The_Sopranos) ), (http://dbpedia.org/resource/The_Legend_of_Tennessee_Moltisanti ), (http://dbpedia.org/resource/Johnny_Cakes_(The_Sopranos) ), (http://dbpedia.org/resource/46_Long ), (http://dbpedia.org/resource/The_Second_Coming_(The_Sopranos) ), (http://dbpedia.org/resource/Big_Girls_Don't_Cry_(The_Sopranos) ), (http://dbpedia.org/resource/Moe_n'_Joe ), (http://dbpedia.org/resource/The_Strong, (http://dbpedia.org/resource/Irregular_Around_the_Margins ), (http://dbpedia.org/resource/Toodle_Fucking-Oo ), (http://dbpedia.org/resource/The_Happy_Wanderer_(The_Sopranos) ), (http://dbpedia.org/resource/House_Arrest_(The_Sopranos) ), (http://dbpedia.org/resource/Unidentified_Black_Males ), (http://dbpedia.org/resource/Guy_Walks_into_a_Psychiatrist's_Office... ), (http://dbpedia.org/resource/No_Show ), (http://dbpedia.org/resource/Isabella_(The_Sopranos) ), (http://dbpedia.org/resource/Watching_Too_Much_Television ), (http://dbpedia.org/resource/Mr._Ruggerio's_Neighborhood ), (http://dbpedia.org/resource/Pax_Soprana ), (http://dbpedia.org/resource/Whoever_Did_This ), (http://dbpedia.org/resource/Army_of_One_(The_Sopranos) ), (http://dbpedia.org/resource/Another_Toothpick ), (http://dbpedia.org/resource/The_Weight_(The_Sopranos) ), (http://dbpedia.org/resource/Amour_Fou ), (http://dbpedia.org/resource/Pine_Barrens_(The_Sopranos) ), (http://dbpedia.org/resource/Remember_When_(The_Sopranos) ), (http://dbpedia.org/resource/University_(The_Sopranos) ), (http://dbpedia.org/resource/...To_Save_Us_All_from_Satan's_Power ), (http://dbpedia.org/resource/Members_Only_(The_Sopranos) ), (http://dbpedia.org/resource/Second_Opinion_(The_Sopranos) ), (http://dbpedia.org/resource/Live_Free_or_Die_(The_Sopranos) ), (http://dbpedia.org/resource/Made_in_America_(The_Sopranos) ), (http://dbpedia.org/resource/Nobody_Knows_Anything ), (http://dbpedia.org/resource/Kennedy_and_Heidi ), (http://dbpedia.org/resource/D-Girl_(The_Sopranos) ), (http://dbpedia.org/resource/Employee_of_the_Month_(The_Sopranos) ), (http://dbpedia.org/resource/Cold_Stones ), (http://dbpedia.org/resource/All_Happy_Families... ), (http://dbpedia.org/resource/The_Ride_(The_Sopranos) ), (http://dbpedia.org/resource/Soprano_Home_Movies ), (http://dbpedia.org/resource/Do_Not_Resuscitate_(The_Sopranos) ), (http://dbpedia.org/resource/Commendatori ), (http://dbpedia.org/resource/All_Due_Respect_(The_Sopranos) ), (http://dbpedia.org/resource/A_Hit_Is_a_Hit ), (http://dbpedia.org/resource/Boca_(The_Sopranos) ), (http://dbpedia.org/resource/Calling_All_Cars_(The_Sopranos) ), (http://dbpedia.org/resource/For_All_Debts_Public_and_Private ), (http://dbpedia.org/resource/Kaisha ), (http://dbpedia.org/resource/College_(The_Sopranos) ), (http://dbpedia.org/resource/The_Knight_in_White_Satin_Armor ), (http://dbpedia.org/resource/Denial, (http://dbpedia.org/resource/Christopher_(The_Sopranos) ), (http://dbpedia.org/resource/The_Telltale_Moozadell ), (http://dbpedia.org/resource/Cold_Cuts_(The_Sopranos) ), (http://dbpedia.org/resource/Down_Neck ), (http://dbpedia.org/resource/Long_Term_Parking ), (http://dbpedia.org/resource/Pie-O-My ), (http://dbpedia.org/resource/Join_the_Club ), (http://dbpedia.org/resource/From_Where_to_Eternity ), (http://dbpedia.org/resource/Mayham ), (http://dbpedia.org/resource/Whitecaps_(The_Sopranos) ), (http://dbpedia.org/resource/The_Fleshy_Part_of_the_Thigh ), (http://dbpedia.org/resource/Rat_Pack_(The_Sopranos) ), (http://dbpedia.org/resource/Full_Leather_Jacket ), (http://dbpedia.org/resource/Mr._&_Mrs._John_Sacrimoni_Request... ), (http://dbpedia.org/resource/The_Test_Dream ), (http://dbpedia.org/resource/Bust_Out ), (http://dbpedia.org/resource/Walk_Like_a_Man_(The_Sopranos) ), (http://dbpedia.org/resource/Sentimental_Education_(The_Sopranos) ), (http://dbpedia.org/resource/Funhouse_(The_Sopranos) ), (http://dbpedia.org/resource/Chasing_It ), (http://dbpedia.org/resource/Meadowlands_(The_Sopranos) ), (http://dbpedia.org/resource/In_Camelot ), (http://dbpedia.org/resource/Fortunate_Son_(The_Sopranos) ), (http://dbpedia.org/resource/Marco_Polo_(The_Sopranos) ), (http://dbpedia.org/resource/Luxury_Lounge ), (http://dbpedia.org/resource/The_Sopranos_(episode) )]]",[]
63,0.916666666666667,"¿Cuál es la población total de Melbourne, Florida?","""¿Cuál es poplaci�n total de Melbourne Florida?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Melbourne,_Florida> <http://dbpedia.org/ontology/populationTotal>  ?o .    
}","[[(""76068""^^xsd:nonNegativeInteger )]]","[(""76068""^^xsd:nonNegativeInteger )]"
64,0,¿Fue Arnold Schwarzenegger a la universidad?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}",,[[(true)]],[]
65,0.753246753246753,¿En que país esta el monte Everest?,"""¿En qué c�digo de �rea esta Monte Everest?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}","select  ?o    
{
    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/areaCode>  ?o .    
}","[[(http://dbpedia.org/resource/China ), (http://dbpedia.org/resource/Nepal ), (http://dbpedia.org/resource/Sagarmatha_Zone ), (http://dbpedia.org/resource/Shigatse_Prefecture ), (http://dbpedia.org/resource/Solukhumbu_District ), (http://dbpedia.org/resource/Tibet_Autonomous_Region ), (http://dbpedia.org/resource/Tingri_County )]]",[]
66,0.91566265060241,¿Cuál es la cuidad más grande de Australia?,"""¿Cuál es ciudad m�s grande de Australia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}",[[(http://dbpedia.org/resource/Sydney )]],[(http://dbpedia.org/resource/Sydney )]
67,0.879310344827586,Dame todas las plataformas de lanzamiento operadas por la NASA.,"""Dame todos plataforma de lanzamiento operado por NASA""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/operator>  <http://dbpedia.org/resource/NASA> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/LaunchPad> .    
}","[[(http://dbpedia.org/resource/MV_Retriever ), (http://dbpedia.org/resource/Cape_Canaveral_Air_Force_Station_Launch_Complex_13 ), (http://dbpedia.org/resource/Spaceport_Florida_Launch_Complex_36 ), (http://dbpedia.org/resource/White_Sands_Space_Harbor ), (http://dbpedia.org/resource/Broglio_Space_Centre ), (http://dbpedia.org/resource/Mid-Atlantic_Regional_Spaceport_Launch_Pad_0 ), (http://dbpedia.org/resource/Keweenaw_Rocket_Range ), (http://dbpedia.org/resource/Kennedy_Space_Center_Launch_Complex_39 ), (http://dbpedia.org/resource/Wallops_Flight_Facility_Launch_Area_3 )]]","[(http://dbpedia.org/resource/Kennedy_Space_Center_Launch_Complex_39 ), (http://dbpedia.org/resource/MV_Retriever ), (http://dbpedia.org/resource/Cape_Canaveral_Air_Force_Station_Launch_Complex_13 ), (http://dbpedia.org/resource/Spaceport_Florida_Launch_Complex_36 ), (http://dbpedia.org/resource/White_Sands_Space_Harbor ), (http://dbpedia.org/resource/Broglio_Space_Centre ), (http://dbpedia.org/resource/Mid-Atlantic_Regional_Spaceport_Launch_Pad_0 ), (http://dbpedia.org/resource/Keweenaw_Rocket_Range ), (http://dbpedia.org/resource/Wallops_Flight_Facility_Launch_Area_3 )]"
68,0.787878787878788,¿Quién es el alcalde de Tel Aviv?,"""¿Cuáles son alcaldes de Tel Aviv?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Tel_Aviv dbo:leaderName ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/leaderName>  ?o .    
}",[[(http://dbpedia.org/resource/Ron_Huldai )]],[(http://dbpedia.org/resource/Ron_Huldai )]
69,0,Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,"[[(http://dbpedia.org/resource/He_Is_Risen_(The_Sopranos) ), (http://dbpedia.org/resource/Everybody_Hurts_(The_Sopranos) ), (http://dbpedia.org/resource/Proshai, (http://dbpedia.org/resource/Two_Tonys ), (http://dbpedia.org/resource/The_Blue_Comet ), (http://dbpedia.org/resource/I_Dream_of_Jeannie_Cusamano ), (http://dbpedia.org/resource/Where's_Johnny%3F ), (http://dbpedia.org/resource/Stage_5_(The_Sopranos) ), (http://dbpedia.org/resource/Mergers_and_Acquisitions_(The_Sopranos) ), (http://dbpedia.org/resource/Eloise_(The_Sopranos) ), (http://dbpedia.org/resource/The_Legend_of_Tennessee_Moltisanti ), (http://dbpedia.org/resource/Johnny_Cakes_(The_Sopranos) ), (http://dbpedia.org/resource/46_Long ), (http://dbpedia.org/resource/The_Second_Coming_(The_Sopranos) ), (http://dbpedia.org/resource/Big_Girls_Don't_Cry_(The_Sopranos) ), (http://dbpedia.org/resource/Moe_n'_Joe ), (http://dbpedia.org/resource/The_Strong, (http://dbpedia.org/resource/Irregular_Around_the_Margins ), (http://dbpedia.org/resource/Toodle_Fucking-Oo ), (http://dbpedia.org/resource/The_Happy_Wanderer_(The_Sopranos) ), (http://dbpedia.org/resource/House_Arrest_(The_Sopranos) ), (http://dbpedia.org/resource/Unidentified_Black_Males ), (http://dbpedia.org/resource/Guy_Walks_into_a_Psychiatrist's_Office... ), (http://dbpedia.org/resource/No_Show ), (http://dbpedia.org/resource/Isabella_(The_Sopranos) ), (http://dbpedia.org/resource/Watching_Too_Much_Television ), (http://dbpedia.org/resource/Mr._Ruggerio's_Neighborhood ), (http://dbpedia.org/resource/Pax_Soprana ), (http://dbpedia.org/resource/Whoever_Did_This ), (http://dbpedia.org/resource/Army_of_One_(The_Sopranos) ), (http://dbpedia.org/resource/Another_Toothpick ), (http://dbpedia.org/resource/The_Weight_(The_Sopranos) ), (http://dbpedia.org/resource/Amour_Fou ), (http://dbpedia.org/resource/Pine_Barrens_(The_Sopranos) ), (http://dbpedia.org/resource/Remember_When_(The_Sopranos) ), (http://dbpedia.org/resource/University_(The_Sopranos) ), (http://dbpedia.org/resource/...To_Save_Us_All_from_Satan's_Power ), (http://dbpedia.org/resource/Members_Only_(The_Sopranos) ), (http://dbpedia.org/resource/Second_Opinion_(The_Sopranos) ), (http://dbpedia.org/resource/Live_Free_or_Die_(The_Sopranos) ), (http://dbpedia.org/resource/Made_in_America_(The_Sopranos) ), (http://dbpedia.org/resource/Nobody_Knows_Anything ), (http://dbpedia.org/resource/Kennedy_and_Heidi ), (http://dbpedia.org/resource/D-Girl_(The_Sopranos) ), (http://dbpedia.org/resource/Employee_of_the_Month_(The_Sopranos) ), (http://dbpedia.org/resource/Cold_Stones ), (http://dbpedia.org/resource/All_Happy_Families... ), (http://dbpedia.org/resource/The_Ride_(The_Sopranos) ), (http://dbpedia.org/resource/Soprano_Home_Movies ), (http://dbpedia.org/resource/Do_Not_Resuscitate_(The_Sopranos) ), (http://dbpedia.org/resource/Commendatori ), (http://dbpedia.org/resource/All_Due_Respect_(The_Sopranos) ), (http://dbpedia.org/resource/A_Hit_Is_a_Hit ), (http://dbpedia.org/resource/Boca_(The_Sopranos) ), (http://dbpedia.org/resource/Calling_All_Cars_(The_Sopranos) ), (http://dbpedia.org/resource/For_All_Debts_Public_and_Private ), (http://dbpedia.org/resource/Kaisha ), (http://dbpedia.org/resource/College_(The_Sopranos) ), (http://dbpedia.org/resource/The_Knight_in_White_Satin_Armor ), (http://dbpedia.org/resource/Denial, (http://dbpedia.org/resource/Christopher_(The_Sopranos) ), (http://dbpedia.org/resource/The_Telltale_Moozadell ), (http://dbpedia.org/resource/Cold_Cuts_(The_Sopranos) ), (http://dbpedia.org/resource/Down_Neck ), (http://dbpedia.org/resource/Long_Term_Parking ), (http://dbpedia.org/resource/Pie-O-My ), (http://dbpedia.org/resource/Join_the_Club ), (http://dbpedia.org/resource/From_Where_to_Eternity ), (http://dbpedia.org/resource/Mayham ), (http://dbpedia.org/resource/Whitecaps_(The_Sopranos) ), (http://dbpedia.org/resource/The_Fleshy_Part_of_the_Thigh ), (http://dbpedia.org/resource/Rat_Pack_(The_Sopranos) ), (http://dbpedia.org/resource/Full_Leather_Jacket ), (http://dbpedia.org/resource/Mr._&_Mrs._John_Sacrimoni_Request... ), (http://dbpedia.org/resource/The_Test_Dream ), (http://dbpedia.org/resource/Bust_Out ), (http://dbpedia.org/resource/Walk_Like_a_Man_(The_Sopranos) ), (http://dbpedia.org/resource/Sentimental_Education_(The_Sopranos) ), (http://dbpedia.org/resource/Funhouse_(The_Sopranos) ), (http://dbpedia.org/resource/Chasing_It ), (http://dbpedia.org/resource/Meadowlands_(The_Sopranos) ), (http://dbpedia.org/resource/In_Camelot ), (http://dbpedia.org/resource/Fortunate_Son_(The_Sopranos) ), (http://dbpedia.org/resource/Marco_Polo_(The_Sopranos) ), (http://dbpedia.org/resource/Luxury_Lounge ), (http://dbpedia.org/resource/The_Sopranos_(episode) )]]",[]
70,0.864864864864865,¿Quién creó Batman?,"""¿Qué crear Batman?""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator>  ?o .    
}","[[(http://dbpedia.org/resource/Bill_Finger ), (http://dbpedia.org/resource/Bob_Kane )]]","[(http://dbpedia.org/resource/Bill_Finger ), (http://dbpedia.org/resource/Bob_Kane )]"
71,0.756756756756757,¿Quién interpreto a Gus Fring en Breaking Bad?,"""¿Quién interpreto Gus Fring?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer>  ?o .    
}",[[(http://dbpedia.org/resource/Giancarlo_Esposito )]],[(http://dbpedia.org/resource/Giancarlo_Esposito )]
72,0,¿En qué lenguaje de programación esta programado GIMP?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}",,"[[(http://dbpedia.org/resource/C_(programming_language) ), (http://dbpedia.org/resource/GTK+ )]]",[]
73,0,En que imperio antiguo pagaría con granos de cacao?,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . },,[[(http://dbpedia.org/resource/Aztec_Empire )]],[]
74,0.821428571428571,¿Quién es el editor de Forbes?,"""¿Cuál es editor de Forbes?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/editor>  ?o .    
}",[[(http://dbpedia.org/resource/Steve_Forbes )]],[(http://dbpedia.org/resource/Steve_Forbes )]
75,0.753246753246753,¿Cuánta gente vive en la capital de Australia?,"""¿Cuál era capital de Australia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}","select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital>  ?o .    
}","[[(""381488""^^xsd:nonNegativeInteger )]]",[(http://dbpedia.org/resource/Canberra )]
