"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query","TP","FP","FN","Precision","Recall","F-Measure"
"60","0.903225806451613","Wofür steht IYCM?","""Wo steht IYCM?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:abbreviation 'IYCM' .
}","select  ?o    

{

    <'IYCM'> <http://dbpedia.org/ontology/abbreviation>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"61","0.928571428571429","Wann endete die Ming-Dynastie?","""Wann endete Ming-Dynastie?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Ming_dynasty dbo:dissolutionDate ?date .
}","select  ?o    

{

    <http://dbpedia.org/resource/Ming_dynasty> <http://dbpedia.org/ontology/dissolutionDate>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"62","0.0","Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}","","0.0","1.0","86.0","0.0","0.0","0.0"
"63","0.990825688073394","Was ist die Gesamteinwohnerzahl von Melbourne, Florida?","""was ist die Gesamteinwohnerzahl von Melbourne Florida?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Melbourne,_Florida> <http://dbpedia.org/ontology/populationTotal>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"64","0.764044943820225","Hat Arnold Schwarzenegger eine Universität besucht?","""wer hat Arnold Schwarzenegger besucht?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}","select  ?o    

{

    <http://dbpedia.org/resource/Arnold_Schwarzenegger> <http://dbpedia.org/ontology/almaMater>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"65","0.944444444444444","In welchem Land ist der Mount Everest?","""in welchem Land ist Mount Everest?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}","select  ?o    

{

    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/locatedInArea>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}","7.0","0.0","0.0","1.0","1.0","1.0"
"66","0.948717948717949","Was ist die größte Stadt in Australien?","""was ist die gr��te Stadt in Australien?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"67","0.924731182795699","Gib mir alle von der NASA betriebenen Startrampen.","""Gib mir alle von NASA betrieben Startrampen""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/operator>  <http://dbpedia.org/resource/NASA> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/LaunchPad> .    

}","9.0","0.0","0.0","1.0","1.0","1.0"
"68","0.904761904761905","Wer ist der Bürgermeister von Tel Aviv?","""wer ist der B�rgermeister von Tel Aviv-Jaffa?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Tel_Aviv dbo:leaderName ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/mayor>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"69","0.0","Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}","","0.0","1.0","86.0","0.0","0.0","0.0"
"70","1.0","Wer hat Batman erfunden?","""wer hat Batman erfunden?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator>  ?o .    

}","2.0","0.0","0.0","1.0","1.0","1.0"
"71","0.732394366197183","Wer hat Gus Fring in Breaking Bad gespielt?","""wer hat Breaking Bad gemalt?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Breaking_Bad> <http://dbpedia.org/property/artist>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"72","0.795698924731183","In welcher Programmiersprache wurde GIMP geschrieben?","""in welcher Sprache ist GIMP geschrieben?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/GIMP> <http://dbpedia.org/ontology/programmingLanguage>  ?o .    

}","2.0","0.0","0.0","1.0","1.0","1.0"
"73","0.0","In welchem alten Reich konnte man mit Kakaobohnen bezahlen?","","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . }","","0.0","1.0","1.0","0.0","0.0","0.0"
"74","0.853658536585366","Wer ist der Herausgeber von Forbes?","""wer ist der Herausgeber von Forbes Zeitschrift?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Forbes> <http://dbpedia.org/ontology/editor>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"75","0.791208791208791","Wieviele Menschen leben in der Hauptstadt Australiens?","""Wieviel  Menschen leben in Australien""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}","select  ?o    

{

    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/populationTotal>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"76","0.923076923076923","Welche Profisurfer wurden in Australien geboren?","""welcher Surfer wurde in Australien geboren?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Australia> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    

}","14.0","0.0","0.0","1.0","1.0","1.0"
"77","0.0","Welche Elektronikunternehmen wurden in Peking gegründet?","","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . }","","0.0","1.0","28.0","0.0","0.0","0.0"
"78","0.99009900990099","Gib mir alle Videospiele von Mean Hamster Software.","""Gib mir alle Videospiele von Mean Hamster Software""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Mean_Hamster_Software> .    

}","2.0","0.0","0.0","1.0","1.0","1.0"
"79","0.0","Wieviele Aldi-Filialen gibt es?","","SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } ","","0.0","1.0","1.0","0.0","0.0","0.0"
"80","1.0","Was ist die Hauptstadt von Kamerun?","""was ist die Hauptstadt von Kamerun?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } ","select  ?o    

{

    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"81","0.0","Gibt es ein Videospiel, das Battle Chess heißt?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"82","0.0","Hieß die Frau von Präsident Lincoln Mary?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"83","0.0","Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.","","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } ","","0.0","1.0","30.0","0.0","0.0","0.0"
"84","0.0","Welcher von Tim Burtons Filmen hatte das höchste Budget?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1","","0.0","1.0","1.0","0.0","0.0","0.0"
"85","0.0","Hat Breaking Bad mehr Episoden als Game of Thrones?","","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"86","0.0","Wer wurde Rodzilla genannt?","","PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"87","0.715789473684211","Wurde Natalie Portman in den Vereinigten Staaten geboren?","""was ist in Vereinigte Staaten geboren?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/United_States> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"88","0.985915492957746","Gib mir die Enkel von Elvis Presley.","""Gib mir die Enkel von Elvis Presley""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/parent>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"89","0.0","Bei welchen Filmen, in denen Mickey Rourke mitspielt, hat Guy Ritchie Regie geführt?","","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } ","","0.0","1.0","9.0","0.0","0.0","0.0"
"90","0.821917808219178","Wann ist Draculas Schöpfer gestorben?","""Wann ist Claudia Schiffer gestorben?""","SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } ","select  ?o    

{

    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/deathDate>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"91","0.0","Aus welchem Land kommt der Erfinder von Nijntje?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"92","0.984126984126984","Was ist Batmans richtiger Name?","""was ist Batman s richtiger Name?""","SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . }","select  ?o    

{

    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"93","0.805970149253731","Welche Regierungsform hat Russland?","""die Regierungsform von Russland?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
"94","0.0","Wieviele Firmen hat der Gründer von Facebook gegründet?","","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } ","","0.0","1.0","1.0","0.0","0.0","0.0"
"95","0.0","Gib mir alle kanadischen Grunge-Plattenfirmen.","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"96","0.780487804878049","Wieviele Kinder hatte Benjamin Franklin?","""welche Person heiratete Benjamin Franklin?""","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/spouse>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"97","0.988235294117647","Liste die Kinder von Margaret Thatcher auf.","""Liste die Kinder von Margaret Thatcher auf""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o .    

}","2.0","0.0","0.0","1.0","1.0","1.0"
"98","0.795698924731183","Aus welcher Region ist der Melon de Bourgogne?","""welche weinregion w�chst in Melon de Bourgogne?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/growingGrape>  <http://dbpedia.org/resource/Melon_de_Bourgogne> .    

}","1.0","2.0","3.0","0.33333334","0.25","0.28571427"
"99","0.868421052631579","Wer ist das älteste Kind von Meryl Streep?","""wer ist die Kind von Meryl Streep?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1","select  ?o    

{

    <http://dbpedia.org/resource/Meryl_Streep> <http://dbpedia.org/ontology/child>  ?o .    

}","1.0","2.0","0.0","0.33333334","1.0","0.5"
"100","0.0","Sind Laubfrösche Amphibien?","","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"101","0.0","Spielt Christian Bale in Velvet Goldmine mit?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"102","0.892307692307692","Liste alle Spiele von GMT auf.","""Liste alle Spiele von GMT Games auf""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/GMT_Games> .    

}","7.0","0.0","0.0","1.0","1.0","1.0"
"103","0.0","Fließt die Isar in einen See?","","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}","","0.0","1.0","1.0","0.0","0.0","0.0"
"104","0.717948717948718","Welche Flughäfen fliegt Yeti Airlines an?","""welcher Agent gr�ndete Yeti Airlines?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . }","select  ?o    

{

    <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/foundedBy>  ?o .    

}","0.0","1.0","3.0","0.0","0.0","0.0"
"105","0.0","Welches indische Unternehmen hat die meisten Angestellten?","","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","","0.0","1.0","1.0","0.0","0.0","0.0"
"106","0.793650793650794","Welche Farbe steht für Loyalität?","""welcher Farbe steht fuer Welt?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . }","select  ?s    

{

   ?s <http://dbpedia.org/ontology/connotation>  <http://dbpedia.org/resource/World> .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"107","0.0","Welche Stadt hat die meisten Einwohner?","","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1","","0.0","1.0","1.0","0.0","0.0","0.0"
"108","0.964285714285714","Wer hat Wikipedia gegründet?","""wer hat Wikipedia gegr�ndet?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Wikipedia> <http://dbpedia.org/ontology/author>  ?o .    

}","2.0","0.0","0.0","1.0","1.0","1.0"
"109","0.785714285714286","Ist Rita Wilson die Frau von Tom Hanks?","""wer ist die Frau von die Frau von Tom Hanks??""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}","SELECT DISTINCT ?objOfProp WHERE 

{

    ?subjOfProp <http://dbpedia.org/ontology/spouse> ?objOfProp .   <http://dbpedia.org/resource/Tom_Hanks> <http://dbpedia.org/ontology/spouse> ?subjOfProp .

}","0.0","1.0","1.0","0.0","0.0","0.0"
"110","0.719101123595506","Heißt die Frau von Präsident Obama Michelle?","""wer ist die Frau von President of Montenegro?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}","select  ?o    

{

    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/spouse>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"111","0.725","Wieviele ethnische Gruppen leben in Slovenien?","""Wieviel  Menschen leben in Spanien""","SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } ","select  ?o    

{

    <http://dbpedia.org/resource/Spain> <http://dbpedia.org/ontology/populationTotal>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"112","0.753623188405797","Wer ist der Präsident von Eritrea?","""was ist die Hauptstadt von Eritrea?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  ","select  ?o    

{

    <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"113","0.0","Bei wievielen Filmen hat Stanley Kubrick Regie geführt?","","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . }","","0.0","1.0","16.0","0.0","0.0","0.0"
"114","0.944444444444444","Wann wurde die Titanic fertiggestellt?","""Wann wurde Titanic fertiggestellt?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}","select  ?o    

{

    <http://dbpedia.org/resource/Titanic> <http://dbpedia.org/ontology/completionDate>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"115","0.782608695652174","Wieviele Seiten hat Krieg und Frieden?","""wer verlegen Krieg und Frieden?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}","select  ?o    

{

    <http://dbpedia.org/resource/War_and_Peace> <http://dbpedia.org/ontology/publisher>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"116","0.0","Wer ist der jüngste Spieler in der Premier League?","","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1","","0.0","1.0","1.0","0.0","0.0","0.0"
"117","0.916666666666667","Was ist der höchste Berg in Italien?","""was ist das h�chste Berg in Italien?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Italy> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 

} ORDER BY DESC(?num) LIMIT 1","1.0","0.0","0.0","1.0","1.0","1.0"
"118","0.806451612903226","Wie groß ist Claudia Schiffer?","""wer ist Claudia Schiffer s Sohn?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}","select  ?o    

{

    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/child>  ?o .    

}","0.0","1.0","1.0","0.0","0.0","0.0"
"119","0.872340425531915","Wer war der Vizepräsident unter John F. Kennedy?","""was war der Vizepr�sident von John F. Kennedy?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/vicePresident>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}","1.0","0.0","0.0","1.0","1.0","1.0"
